make,model,condition,grade,capacity,colour,network,count
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",19
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",2
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",2
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",12
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",18
TECH21,"IMPACT CLEAR CASE FOR IPHONE 7/8 - T21-5332","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",12
TECH21,"IMPACT CLEAR CASE FOR SAMSUNG GALAXY A5 (2017) T21-4605",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",7
TECH21,"IMPACT CLEAR CASE FOR SAMSUNG GALAXY A5 (2017) T21-4605",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT CLEAR CASE FOR SAMSUNG GALAXY A5 (2017) T21-4605",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT CLEAR CASE FOR SAMSUNG GALAXY A5 (2017) T21-4605","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",2
TECH21,"IMPACT CLEAR FOR SAMSUNG GALAXY A3 (2017) - T21-4604",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",24
TECH21,"IMPACT CLEAR FOR SAMSUNG GALAXY A3 (2017) - T21-4604",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT CLEAR FOR SAMSUNG GALAXY A3 (2017) - T21-4604",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT CLEAR FOR SAMSUNG GALAXY A3 (2017) - T21-4604","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",6
TECH21,"IMPACT CLEAR FOR SAMSUNG GALAXY A3 (2017) - T21-4604",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",13
TECH21,"IMPACT CLEAR FOR SAMSUNG GALAXY A3 (2017) - T21-4604","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT FLIP CASE FOR IPHONE 5C","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",2
TECH21,"IMPACT FOLIO LEATHER CASE FOR IPAD 2/ 3RD GEN T21-1758","Brand New","Brand New","Not Applicable",Black,"Not Applicable",5
TECH21,"IMPACT FOLIO LEATHER CASE FOR IPAD 2/ 3RD GEN T21-1758",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"IMPACT FRAME FOR HTC ONE M8 - T21-3983",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"IMPACT FRAME FOR HTC ONE M8 - T21-3983",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"IMPACT MESH CASE COVER FOR SONY XPERIA Z2",Working,"Grade B - Good Condition","Not Applicable",Multicolour,"Not Applicable",2
TECH21,"IMPACT MESH CASE COVER FOR SONY XPERIA Z2","Brand New","Brand New","Not Applicable",Multicolour,"Not Applicable",36
TECH21,"IMPACT SHIELD","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD FOR IPAD 2ND/3RD GEN & IPAD RETINA (4TH GEN) - T21-3399",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD FOR IPHONE 5/5C/5S","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD FOR IPHONE 5/5C/5S",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SCREEN PROTECTOR FOR FOR SAMSUNG GALAXY NOTE II","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SCREEN PROTECTOR FOR IPHONE 4/4S","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SCREEN PROTECTOR FOR SONY XPERIA Z2","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SCREEN PROTECTOR FOR SONY XPERIA Z2","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",15
TECH21,"IMPACT SHIELD SCREEN PROTECTOR WITH SELF HEAL FOR IPHONE 7","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SCREEN PROTECTOR WITH SELF HEAL FOR IPHONE 7","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SCREEN PROTECTOR WITH SELF HEAL FOR SAMSUNG GALAXY S5","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT SHIELD SCREEN PROTECTOR WITH SELF HEAL FOR SAMSUNG GALAXY S5",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"IMPACT SHIELD SCREEN PROTECTOR WITH SELF HEAL FOR SAMSUNG GALAXY S5",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 - T21-5340","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",68
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 - T21-5340","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 - T21-5340",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",30
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 - T21-5340","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",38
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 - T21-5340",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",9
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 PLUS - T21-5359","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",31
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 PLUS - T21-5359",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",21
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 PLUS - T21-5359","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 PLUS - T21-5359","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",62
TECH21,"IMPACT SHIELD SELF HEAL FOR IPHONE 7 PLUS - T21-5359",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",35
TECH21,"IMPACT SHIELD SELF HEAL FOR SAMSUNG GALAXY A5 (2017)","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SELF HEAL FOR SAMSUNG GALAXY A5 (2017)","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",2
TECH21,"IMPACT SHIELD SELF HEAL FOR SAMSUNG GALAXY A5 (2017)","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",8
TECH21,"IMPACT SHIELD SELF HEAL FOR SAMSUNG GALAXY A5 (2017)",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD SELF HEAL SCREEN PROTECTOR FOR SAMSUNG GALAXY A3 (2017) T21-4607","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",42
TECH21,"IMPACT SHIELD SELF HEAL SCREEN PROTECTOR FOR SAMSUNG GALAXY A3 (2017) T21-4607",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT SHIELD SELF-HEALING FOR SAMSUNG GALAXY S5 MINI","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",34
TECH21,"IMPACT SHIELD SELF-HEALING FOR SAMSUNG GALAXY S5 MINI","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT SHIELD WITH SELF HEAL FOR IPAD AIR T21-3887","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",6
TECH21,"IMPACT SHIELD WITH SELF HEAL FOR IPAD AIR T21-3887","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"IMPACT SHIELD WITH SELF HEAL FOR IPAD AIR T21-3887",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"IMPACT SHIELD WITH SELF HEAL FOR IPAD AIR T21-3887","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",96
TECH21,"IMPACT SHIELD WITH SELF HEAL FOR IPAD AIR T21-3887","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",57
TECH21,"IMPACT SNAP FOR IPHONE 5/5S","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",2
TECH21,"IMPACT TACTICAL CASE FOR HTC ONE M8 - T21-3968","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"IMPACT TACTICAL FOR LG G3 - T21-4183",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",1
TECH21,"PATRIOT - T21-4269","Brand New","Insurance Grade","Not Applicable",Black,"Not Applicable",5
TECH21,"PATRIOT - T21-4269",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",20
TECH21,"PATRIOT - T21-4269",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",8
TECH21,"PATRIOT - T21-4269",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",6
TECH21,"PATRIOT - T21-4269",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",2
TECH21,"PATRIOT CASE COVER FOR SAMSUNG GALAXY S6 - T21-4435","Brand New","Brand New","Not Applicable",Black,"Not Applicable",22
TECH21,"PATRIOT CASE COVER FOR SAMSUNG GALAXY S6 - T21-4435",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"PATRIOT CASE COVER FOR SAMSUNG GALAXY S6 - T21-4435",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"PATRIOT FOR IPAD AIR - T21-4060",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"PATRIOT FOR IPAD AIR - T21-4060","Brand New","Brand New","Not Applicable",Black,"Not Applicable",1
TECH21,"PATRIOT FOR IPAD MINI WITH RETINA - T21-4061",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",1
TECH21,"PATRIOT FOR IPAD MINI WITH RETINA - T21-4061",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",2
TECH21,"PATRIOT FOR IPHONE 6 PLUS/6S PLUS - T21-4298",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",36
TECH21,"PATRIOT FOR IPHONE 6 PLUS/6S PLUS - T21-4298",Working,"Grade B - Good Condition","Not Applicable",Black,"Not Applicable",5
TECH21,"PATRIOT FOR IPHONE 6 PLUS/6S PLUS - T21-4298","Brand New","Brand New","Not Applicable",Black,"Not Applicable",6
TECH21,"PATRIOT FOR IPHONE 6 PLUS/6S PLUS - T21-4298",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",18
TECH21,"PATRIOT FOR IPHONE 6 PLUS/6S PLUS - T21-4298",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",6
TECH21,"PATRIOT FOR IPHONE 6 PLUS/6S PLUS - T21-4298",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"PURE CLEAR BULLETSHIELD IPHONE 7 CASE - T21-5779",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",14
TECH21,"PURE CLEAR BULLETSHIELD IPHONE 7 CASE - T21-5779",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",25
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5C/5S - T21-3748",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",3
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5C/5S - T21-3748","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",14
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",37
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",79
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",11
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",8
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",2
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",82
TECH21,"SCREEN PROTECTOR FOR IPHONE 5/5S/SE - T21-5281",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",3
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",15
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",99
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",60
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",40
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",14
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",86
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",13
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S - T21-4244","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",62
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",24
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",72
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",15
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",13
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",96
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",38
TECH21,"SCREEN PROTECTOR FOR IPHONE 6/6S PLUS - T21-4273",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",7
TECH21,"SCREEN PROTECTOR FOR LG G4 - T21-4450",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"SCREEN PROTECTOR FOR LG G4 - T21-4450","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",54
TECH21,"SCREEN PROTECTOR FOR LG G4 - T21-4450","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",48
TECH21,"SCREEN PROTECTOR FOR LG G5 - T21-4530","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",3
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S6 - T21-4433","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",49
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S6 - T21-4433","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",29
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S6 - T21-4433",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",2
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",63
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",1
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",68
TECH21,"SCREEN PROTECTOR FOR SAMSUNG GALAXY S7 - T21-5226",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",15
TECH21,"SCREEN PROTECTOR FOR SONY XPERIA Z5 COMPACT - T21-5133","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",17
TECH21,"SCREEN PROTECTOR FOR SONY XPERIA Z5 COMPACT - T21-5133","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",4
TECH21,"T- 5862 - IMPACT SHIELD SCREEN PROTECTOR FOR IPHONE X","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",22
TECH21,"T- 5862 - IMPACT SHIELD SCREEN PROTECTOR FOR IPHONE X",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"T21-3570 IMPACT SHELL FOR IPHONE 5/5S",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"T21-3915 PATRIOT FOR IPHONE 5/5S ( IMPACT SHIELD)",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"T21-4253 CLASSIC CHECK FOR IPHONE 6",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",1
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",25
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",1
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Insurance Grade","Not Applicable",White,"Not Applicable",5
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",14
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",21
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE","Brand New","Brand New","Not Applicable",White,"Not Applicable",1
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",11
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",4
TECH21,"T21-5277 EVO MESH PROTECTION FOR IPHONE 5/5S/SE","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",10
TECH21,"T21-5298 EVO MESH PROTECTION FOR IPHONE 6/6S",Working,"Grade A - Very Good Condition","Not Applicable",Grey,"Not Applicable",1
TECH21,"T21-5582 IMPACT SHIELD ANTI SCRATCH GALAXY S8","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",55
TECH21,"T21-5582 IMPACT SHIELD ANTI SCRATCH GALAXY S8",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",19
TECH21,"T21-5582 IMPACT SHIELD ANTI SCRATCH GALAXY S8",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",5
TECH21,"T21-5582 IMPACT SHIELD ANTI SCRATCH GALAXY S8","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",5
TECH21,"T21-5583 PURE CLEAR BULLETSHIELD  SAMSUNG GALAXY S8",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",13
TECH21,"T21-5583 PURE CLEAR BULLETSHIELD  SAMSUNG GALAXY S8",Working,"Grade B - Good Condition","Not Applicable",Clear,"Not Applicable",2
TECH21,"T21-5583 PURE CLEAR BULLETSHIELD  SAMSUNG GALAXY S8",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",2
TECH21,"T21-5583 PURE CLEAR BULLETSHIELD  SAMSUNG GALAXY S8","Brand New","Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"T21-5602 IMPACT SHIELD ANTI SCRATCH GALAXY S8+",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",1
TECH21,"T21-5602 IMPACT SHIELD ANTI SCRATCH GALAXY S8+","Brand New","Brand New","Not Applicable",Clear,"Not Applicable",33
TECH21,"T21-5602 IMPACT SHIELD ANTI SCRATCH GALAXY S8+",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",12
TECH21,"T21-5603 PURE CLEAR BULLET SHIELD SAMSUNG GALAXY S8 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Clear,"Not Applicable",9
TECH21,"T21-5603 PURE CLEAR BULLET SHIELD SAMSUNG GALAXY S8 PLUS",Working,"Insurance Grade","Not Applicable",Clear,"Not Applicable",1
TECH21,"T21-5605 EVO CHECK CASE FOR SAMSUNG GALAXY S8+",Working,"Grade A - Very Good Condition","Not Applicable",Black,"Not Applicable",4
TECH21,"T21-5605 EVO CHECK CASE FOR SAMSUNG GALAXY S8+",Working,"Insurance Grade","Not Applicable",Black,"Not Applicable",8
TECH21,"T21-5624 EVO CHECK ACTIVE EDITION FOR IPHONE 7 ",Working,"Grade A - Very Good Condition","Not Applicable",Turquoise,"Not Applicable",1
TECH21,"T21-5624 EVO CHECK ACTIVE EDITION FOR IPHONE 7 ",Working,"Insurance Grade","Not Applicable",Green,"Not Applicable",1
TECH21,"T21-5624 EVO CHECK ACTIVE EDITION FOR IPHONE 7 ",Working,"Insurance Grade","Not Applicable",Turquoise,"Not Applicable",2
TECH21,"T21-5624 EVO CHECK ACTIVE EDITION FOR IPHONE 7 ",Working,"Insurance Grade","Not Applicable",Turquoise,"Not Applicable",2
TECH21,"T21-5638 EVO CHECK ACTIVE EDITION FOR IPHONE 7 PLUS",Working,"Grade A - Very Good Condition","Not Applicable",Green,"Not Applicable",2
TECH21,"T21-5638 EVO CHECK ACTIVE EDITION FOR IPHONE 7 PLUS",Working,"Insurance Grade","Not Applicable",Green,"Not Applicable",1
TECH21,"T21-5638 EVO CHECK ACTIVE EDITION FOR IPHONE 7 PLUS",Working,"Insurance Grade","Not Applicable",Turquoise,"Not Applicable",3
